sighted,reported,city,state,duration
20071223,20071224,"Salem","VA",3 seconds
19770715,20071125,"Orlando","FL",15 minutes
20080114,20080117,"Pomona","CA",20 minutes
19740601,20071230,"East Liverpool","OH",0:00=1:00
20070914,20080114,"Austin","TX",about 10 seconds
20071213,20071214,"Jacksonville","OR",40 minutes
20071224,20071226,"Longmont","CO",5 mintues
20050426,20080112,"Deer Isle","ME",30 - 45 minutes
20070920,20071209,"Palm Harbor","FL",5 seconds
20071223,20071224,"San Martin","CA",2-3 minutes
20080102,20080115,"Westwood","CA",10 min.
20071203,20071209,"Oceanside","CA",20 Minutes
19951220,20071223,"Cabo Rojo (Puerto Rico),",1 hour 10 minutes
20071225,20071228,"Cape Town (South Africa),",Photo
19990105,20071227,"Estes Park","CO",1 minute
19460630,20071220,"Blairsden","CA",10 Seconds
20071127,20071127,"Suwanee/Gwinnett County","GA",1 + HOURS
20071101,20071229,"Erving","MA",drive by
20080118,20080119,"Brownstown","MI",30 seconds
19780715,20071211,"Amenia","ND",hour
19860607,20080105,"Conroe","TX",5 minutes
20070706,20080103."","MN",20 seconds
20071204,20071204,"Robinson","TX",1hr +
20071227,20080115,"Garland","TX",5-10 minutes
19580630,20080117,"Thibodaux","LA",90 seconds
20071108,20071129,"Orocovis (Puerto Rico),",Few Seconds
20071211,20071211,"Santa Ana","CA",3 minutes
20080115,20080116,"Carriere","MS",60sec
20071229,20080102,"Kirkby In Ashfield (UK/England),",2
20071214,20071214,"Kingsland","GA",15 minutes
20080116,20080117,"Riverhead","NY",2 minutes
19930621,20080108,"Dover","DE",1 hour
20080112,20080118,"Calgary (Canada)","AB",40 minutes
20071121,20071127,"Gastonia","NC",15 minutes
19670614,20071209,"Thomasville","GA",6 mins
19730601,20080117,"Honolulu","HI",20 seconds
20071210,20071210,"Dora","AL",still going at 6:22
20071204,20071204,"Lower Burrell","PA",2-3 seconds
19670630,20071212,"Goleta","CA",3 hours
19910826,20080107,"Golqnovci (Bulgaria),",10min.
20050917,20071228,"Havre","MT",Several Minutes
20071215,20071216,"Lake Wales","FL",5 seconds
20071214,20071214,"Elmhurst","NY",30 minutes
20071124,20071124,"San Diego","CA",2 minutes
20080116,20080119,"North Falmouth","MA",10 min
20080112,20080116,"Redondo Beach","CA",1-2 seconds
20080101,20080101,"Fremont","CA",4 mins
20080101,20071231,"Sheffield (UK/England),",15mins
20080112,20080123,"Wapakoneta","OH",1minute 15 seconds
19500630,20080119,"Florence (??)","CO",2-3 seconds
20080118,20080122,"Maple Glen","PA",20 Minutes
20080204,20080208,"Jasper","AR",5 minutes
20071214,20080120,"Springerville","AZ",20 seconds
19960501,20080122,"Unknown (OH/IN border)","OH",30 minutes
19820511,20080122,"Piscataway","NJ",5 mintues
20080121,20080129,"Apache Junction","AZ",immediate
20080213,20080213,"Reno","NV",5min
20080124,20080124,"Dublin","GA",about  1 to 1 1/2 seconds
20070915,20080218,"Norton","VA",3.00min
20080120,20080120,"Morgan Hill","CA",3 minutes
19990612,20080129,"Barksdale AFB","LA",10 minutes
20080120,20080120,"Clarksville","TX",20 minutes
20071223,20080126,"Blairs","VA",5 secs
20070920,20080123,"Bristol","PA",10 seconds
20080212,20080212,"Jenison","MI",5-10 minutes
20070516,20080216,"Mission","TX",30 minutes
20080118,20080122,"New Hampton","NY",20 minutes
20080131,20080131,"Willow Island","WV",2min.
20080105,20080122,"Yardville","NJ",One or two minutes
20080216,20080217,"Laughlin","NV",20 seconds
20071221,20080123,"Bear","DE",2 minutes
19970716,20080218,"Flagstaff","AZ",15 sec.
20060928,20080206,"Jemez Springs","NM",15 Seconds
20080119,20080119,"Burbank","CA",4 hours
20070414,20080226,"Big Stone Gap","VA",1 sec.
20080227,20080228,"Enid","OK",10 minutes
20080128,20080129."","NY",5-10 min.
20071109,20080205,"Bartlett","TN",2 minute
20040528,20080227,"Anchorage","AK",15-20 seconds
19721029,20080127,"Monroeville","AL",15 seconds
20080227,20080228,"Austin","TX",15 seconds
20080121,20080123,"Henderson","NV",3 minutes
20080126,20080127,"Placentia","CA",3 minutes
20080112,20080122,"Marlton","NJ",10 minutes
19750308,20080209,"Detroit","MI",5-7 minutes
20080225,20080225,"Canberra (Australia),",20 minutes
20080207,20080207,"Palmyra (near Hershey/Harrisburg)","PA",30 minutes
20080202,20080202,"Zurich (Switzerland),",1 minute
20080211,20080211,"Lancaster","PA",1-2 minutes
20080227,20080227,"North Aurora","IL",5 seconds
20080213,20080213,"Cape Coral","FL",30 seconds
19950615,20080119,"Thomson","GA",15 seconds
20080201,20080203,"Daytona Beach to Tampa","FL",2.5 hours
19820810,20080214,"Manteca","CA",3 sec
20080207,20080206,"Iroquois Falls (Canada)","ON",15 seconds
20080219,20080219,"Johnson City","TN",5 min
20080214,20080221,"Philadelphia","PA",6 sec
20071214,20080227,"Littleton","NH",15 min.
20080127,20080127,"Cheshire (UK/England),",20 seconds(approx)
20071219,20080222,"El Paso","TX",01:00hours
20080229,20080229,"Lakeview Estates","MO",10 minutes
19790706,20080121,"Pichacho Peak","AZ",2mins.approximately
19990515,20080123,"Ashtabula","OH",Very Brief
20080130,20080129,"Denver","CO",45+
20080117,20080121,"Kerens","TX",15 seconds
20080206,20080206,"Laguna Niguel","CA",5 seconds
20080131,20080204,"Stafford","VA",5 mins
20080130,20080130,"Copperas Cove","TX",3 Minutes
20080123,20080123,"St. George","UT",20 min
20080224,20080225,"Shelton","CT",3 seconds
20071129,20080126,"Granisle (Canada)","BC",15 minutes
20080219,20080221,"Turnersville","NJ",3 minutes
20080220,20080220,"Ray City","GA",1 min
20060822,20080129,"Connellsville","PA",few seconds
20080220,20080220,"New Durham","NH",30 seconds
19630715,20080131,"Portland","OR",1/2 hour
20080123,20080123,"Borden Carleton (Canada)","PE",10 minutes
20080222,20080222,"Santa Fe","NM",about 5 minutes
19670415,20080213,"Gormanstown (Ireland),",Nightly for a month
20080220,20080220,"Myrtle Beach","SC",30 SECONDS
20080126,20080127,"Fort Myers","FL",40 seconds
20080219,20080225,"Kalama","WA",4 minutes
20040101,20080123,"Kenai","AK",15 minutes
20080121,20080123,"Danville","KY",1 hour
20070207,20080207,"Charleston","SC",1 minute
19740823,20080221,"Bridgeport (pond flowing out of Remington Arms compound)","CT",about 3 hours of lost tim
20080220,20080220,"Bethel","ME",30 minutes
20060731,20080216,"San Antonio","TX",5 minutes
20080206,20080206,"Philadelphia","PA",1.2 sec
19770615,20080124,"Ft. Collins","CO",5 seconds
19901101,20080120."","MT",3 seconds
19780601,20080206,"Florida Keys","FL",15 min
20080227,20080228,"Alpine","TX",30-45 seconds
20040720,20080217,"Yellowknife (Canada)","NT",20 seconds
20070822,20080222,"Lebanon","TN",10 secs
20080208,20080209,"Plano","TX",15 mins
20080119,20080214,"Toronto (Canada)","ON",15 min
20080122,20080122,"Greenwood","IN",5-10 seconds
20080220,20080221,"Myrtle Beach","SC",1 min
20080130,20080202,"Cumbernauld (UK/Scotland),",5 secs
19950615,20080227,"Pennsylvania (western)","PA",5-8 minutes
19691015,20080203,"Portland","OR",3/1/02
20080124,20080204,"Eustis","FL",20 minutes
20080224,20080224,"Montrose","CO",2 Minutes
20080212,20080212,"Scottsdale","AZ",20 seconds
19960415,20080225,"Monrovia","CA",15 minutes
20080212,20080212,"Massillon","OH",1 sec each
20080220,20080223,"Sharon","NH",3 seconds
20080120,20080121,"Aberdeen","NJ",15 minutes
19950526,20080212,"Rochester Hills","MI",10-15 min
20080209,20080209,"Plain Dealing","LA",3 HOURS
20030101,20080119,"Mocksville","NC",1 min
19700722,20080207,"Grand Blanc","MI",
20061120,20080128,"West Palm Beach","FL",2 minutes
20080223,20080223,"Dunedin","FL",10-15 seconds
20030715,20080129,"Bear","DE",2 min
20080121,20080122,"Newburgh","NY",5 minutes ?
20080124,20080124,"Stonington","CT",2 minutes
19830420,20080220,"Prince William Sound","AK",5 minutes
20050630,20080207,"Exeter","NH",
20080126,20080126,"Sheffield","PA",1
20080213,20080214,"Miami Beach","FL",3 min
20000211,20080212,"Tucson","AZ",15 MIN
20080129,20080129,"Mt. Laguna","CA",10 seconds
20080127,20080128,"Tazewell","TN",10 seconds
20080120,20080202,"Elmhurst","IL",
20080211,20080211,"Berkley","MI",6 minutes
19860601,20080129,"Memphis","TN",1-2 minutea
20080108,20080228,"Hagerstown","MD",unknown
19980412,20080129,"Level Cross","NC",7 mins
20080207,20080223,"Virginia Beach","VA",15 minutes
20040910,20080202,"Ellicott City","MD",7 seconds
20080211,20080214,"Yorkville","IL",2-3 hours
20071222,20080119,"Tucson","AZ",arizona
20080215,20080215,"Reno","NV",2 minutes
20080220,20080224,"Huntingburg","IN",8 seconds
20080124,20080128,"Hammond","IN",3 Minutes
20080226,20080226,"Long Beach","CA",3 to 5 Seconds
20080125,20080209,"Grand Rapids to NYC (in flight)","AB",10 seconds
20080125,20080129,"Acworth","GA",3-4 seconds
20080210,20080218,"Columbia","TN",4-6 seconds
20080225,20080225,"Phoenix","AZ",
20080105,20080128,"Compton,",1 hour
20080219,20080219,"Chawton","Hampshire (UK/England),",3-4 seconds
20080130,20080130,"Oklahoma (southeastern)","OK",4 minutes
20080217,20080218,"Weddington","NC",1-2 minutes
20030107,20080221,"Philadelphia","PA",3 Minutes
20080205,20080205,"Menifee","CA",5-8 seconds
19850601,20080219,"Lola","KS",7 min.
20080209,20080208."","VA",20 secs
20080129,20080129,"Port St. Lucie","FL",3 minutes
20080213,20080213,"Carrollton","TX",Maybe 2 minutes
20071212,20080130,"Birmingham","AL",20 seconds
20080117,20080120,"Half Moon Bay","CA",3 hours
20080218,20080228,"St. James","NY",15 seconds
20080124,20080124,"Valley","AL",0:08
20080221,20080221,"Oscoda","MI",30 seconds
20080117,20080121,"St. Catharines (Canada)","ON",one hour
20080216,20080220,"Rockaway Beach","NY",1hour
19660601,20080130,"Dearborn Heights","MI",?
20050905,20080127,"Mount Washington","KY",20 to 25 seconds
20070125,20080126,"Deer Park","NY",3-5 Seconds
20071130,20080122,"Taft","CA",5 minutes
20070930,20080131,"Portal","GA",30sec-1min
19710630,20080219,"Vandenberg AFB","CA",unknown
20080121,20080123,"Norwood","MA",5 seconds
20080131,20080131,"Columbus","OH",5 minutes
20080226,20080227,"Marlboro","VT",30 seconds
20080131,20080205,"Lake Elsinore","CA",3-4 min.
20080120,20080124,"Adjuntas","(Puerto Rico),",5
20080220,20080221,"Waldorf","MD",2 minutes
20080131,20080131,"Charlotte","NC",45 minutes
20080128,20080128,"Mesquite","TX","unknown","10 seconds maybe"
19970817,20080128,"Kalamazoo","MI",17 seconds
20080127,20080127,"Easley","SC",6-8 seconds
20080214,20080215,"Annville","PA",4 to 5 seconds
20080123,20080202,"Windsor","VA",10 seconds
20080213,20080213,"Phoenix","AZ",13 Minutes
20080222,20080222,"Castro Valley","CA",4 seconds
20080223,20080225,"Dutton","AL",10min
20080201,20080203,"Eustis","FL",6 minutes
20080129,20080129,"Murphy","TX",2 Minutes
19780630,20080222,"Ashtabula","OH",45 minutes
20080212,20080212,"Newport","OR",3hrs
20080104,20080129,"Hemphill","TX",10 - 15 sec.
20080220,20080221,"Gila Bend","AZ",1 hour
20080118,20080119,"Cherryville","NC",20 seconds
20080108,20080119,"Stephenville","TX",Minutes
20080104,20080209,"Balgonie (qu Apple Valley) (Canada)","SK",10-15 minutes
20050825,20080130,"Henderson","NV",5 minutes
20080129,20080129,"Boston","MA",2 min.
19990805,20080129,"Spokane","WA",5-10 min.
20071225,20080204,"Burbank","CA",3 minutes
20060615,20080202,"San Juan (Puerto Rico),",10 second
19740615,20080227,"Austin","MN",2hrs
20031231,20080226,"Lawrence","KS",5 seconds
20060715,20080128,"Fulda (near) (Germany),",a few seconds
19850315,20080201,"Unadilla","NE",20 seconds
20080203,20080203,"Napavine","WA",30-45 seconds
20080220,20080221,"Blue Springs","MO",1 minute
20080219,20080220,"Fruitland","WA",
20080218,20080218,"Titusville","FL",6-10 minutes
20080206,20080219,"San Jose","CA",8 minutes
20080124,20080124,"Fort Myers","FL",10 minutes
20080122,20080122,"Clarence","NY",2-3 minutes
20080129,20080203,"Lancaster","KY",10 seconds
19810910,20080120,"Henderson","NC",15 min
20080219,20080220,"Falling Waters","WV",23:18
20080126,20080127,"Los Angeles","CA",5 minutes
19780529,20080128,"Philadelphia","PA",15 seconds
20080214,20080223,"Ashby","MA",
20080222,20080225,"Kimbolton","OH",45 seconds
20080220,20080220,"Jacksonville","FL",8-10 Seconds
19930505,20080201,"Parkal (India),",10min
20080222,20080222,"Miami","FL",11:47 to 11:49 am
19580914,20080131,"Ashland","KY",45 seconds
20080209,20080215,"Baileyton","TN",8 minutes
20080121,20080121,"U. S. Virgin Islands (Cruz Bay),",every night
20080221,20080221,"Butte","MT",10 Mins
20080110,20080207,"Laguna Niguel","CA",3 seconds
20080218,20080223,"Kingsford","MI",5 minutes
20080130,20080201,"Sorrento","FL",0.08
20080120,20080120,"San Antonio","TX",1:00
20080126,20080127,"Yorba Linda","CA",10 min.
20080216,20080216,"Toronto (Canada)","ON",10 minutes
20080202,20080223,"Clementon","NJ",3 minutes
19970501,20080227,"Cedar Rapids","IA",maybe 15 minutes
20080127,20080128,"Ojibwa/Exeland","WI",about 2 minutes
20070829,20080124,"Park Ridge","NJ",2 minutes
20080101,20080120,"Pottsboro","TX",5 secounds
20080130,20080131,"Point Pleasant Beach nj","NJ",5 - 10 mins
20080120,20080120,"Des Peres","MO",30 seconds
20080126,20080126,"Portland","OR",5 minutes
20070721,20080125,"Panama City","FL",30 minutes
19780630,20080120,"Bhandara (near Nagpur) (India),",1 minute
20080220,20080220,"Auburn","WA",10 seconds
20080115,20080214,"San Bernardino","CA",30 days
20071221,20080213,"Flushing","NY",1 minute
19790109,20080206,"Key West","FL",5 minutes
20060902,20080204,"Santa Monica","CA",10 minutes
19800331,20080226,"Canoga Park","CA",1 minute
19890930,20080121,"McAlpin","FL",2 minutes
20080120,20080120,"East Dublin","GA",7 minutes
19751015,20080211,"Nesconset","NY",3 minutes
19700720,20080122,"Newark","NY",NOT LONG????
20071202,20080124,"Metalton","AR",uncertain
19590530,20080217,"Cincinnati","OH",60 minutes
19760730,20080227,"South Africa","AR",day
20080120,20080122,"Lebanon","OR",2-5 se onds
20080202,20080202,"New York City","NY",30
20080221,20080220,"Oklahoma City","OK",1 hour
20080129,20080129,"Tilton","NH",5 minutes
19460108,20080214,"New York City (Brooklyn)","NY",5 min
20080211,20080213,"Nebraska City","NE",10 Minutes
20080125,20080126,"Wildwood","FL",2 sec
20080218,20080220,"Bariloche (Argentina),",
20080129,20080129,"Burbank","CA",3 minutes
20010912,20080119,"Blackshear","GA",15min
20080220,20080220,"Ideal","GA",2 seconds
19970607,20080204,"Jeffersonville","IN",5 minutes
19661111,20080122,"Hempstead","NY",one  minute +/-
20080221,20080224,"San Jose","CA",40 to 45 seconds
20080222,20080222,"Stevens Pass","WA",30 seconds
20080219,20080219,"Mt. Pleasant","SC",1.5 minutes
20080123,20080124,"Mims","FL",2 minutes
20080217,20080221,"Hughson","CA",5 Minutes
20080209,20080218,"Fort Collins","CO",2+ minutes
20080203,20080203,"Victorville","CA",3 seconds
20080208,20080211,"Laredo","TX",1 minute
20080123,20080124,"Mims","FL",3 minutes
20080120,20080120,"Fircrest","WA",7 minutes +/- 2
20080126,20080127,"Brea","CA","january 26,2008"
20071215,20080124,"Havana","FL",15 minutes
20080202,20080209,"Cancun (Quintana Roo) (Mexico),",30 SECONDS
20080112,20080120,"Bath","PA",30 sec
20080221,20080221,"Fredericksburg","VA",10 minutes
20071107,20080219,"Burbank (over area)","CA",
19670615,20080125,"Highway","AZ",30 minutes
20060512,20080221,"Cincinnati","OH",5 min.
19960812,20080129,"Cheektowaga","NY",10-15 Minutes
20080209,20080213,"Greeneville","TN",18 mins
20080219,20080221,"Spokane","WA",4 seconds
19991228,20080205,"Lake Shasta","CA",5 seconds
20080105,20080222,"Kingfisher","OK",10 sec
20080219,20080219,"Amity","OR",seconds
20040807,20080204,"Valentine","TX",10-15 minutes
20080128,20080204,"Presque Isle","ME",2 Minutes Or Less
20080221,20080221,"Corpus Christi","TX",2 minutes
20080211,20080211,"Galena","KS",hours
20080207,20080220,"Lehigh Acres","FL",5 min
20080219,20080220,"Boring","OR",3 seconds
20080130,20080130,"Kings Park","NY",5 to 10 minutes
19920401,20080122,"Nashua","NH",10 minutes
20080111,20080214,"Gig Harbor","WA",45 minutes
20080204,20080205,"San Francisco","CA",60 seconds
20080214,20080214,"Rachel","WV",40 seconds
20080227,20080228,"Lake Havasu City","AZ",30 seconds
19630601,20080123,"Kirksey","KY",1 min
20060803,20080226,"Franklin","TN",10 sec
20080108,20080121,"Springfield","MA",2 minutes
20080208,20080208,"Wakefield (UK/England),",No answer
20080222,20080224,"Deham Springs","LA",20 seconds
20051124,20080129,"Santa Barbara","CA",15 seconds
20080204,20080206,"Encinal","TX",20 min
20080202,20080202,"Newport News","VA",1 min 30 sec.
20080112,20080204,"Liverpool (UK/England),",10 minutes
20071230,20080120,"Vista","CA",ten minutes
20080115,20080123,"Shepherd","TX",20 sec.
20080120,20080121,"Lancaster","CA",1.5 minutes
19830715,20080121,"Fair Lawn","NJ",2 minutes
20080206,20080209,"Anchorage","AK",unknown
20080119,20080119,"La Mesa","CA",several minutes
20080206,20080206,"Gainesville","GA",1 minute
20080217,20080218,"Polk City","FL",15 mins
20080127,20080128,"Apalachicola","FL",2mins
19750601,20080211,"Grandview (Canada)","MB",30 minutes
20080108,20080120,"Salado","TX",seven minutes
20080117,20080124,"Callahan","FL",5 minutes
20080131,20080131,"New York","NY",night
20080228,20080228,"Gulfport","MS",5-10 sec.
19941126,20080201,"Greensboro","NC",20 mIN.
20080120,20080121,"Denver","CO",7 minutes
20080126,20080126,"Fullerton","CA",5 minutes
20071225,20080121,"Cut Off","LA",3 minutes...
20070826,20080216,"Louisville","KY",2 minutes
19950415,20080128,"Gilbert","AZ",1 minute
19670630,20080122,"Kansas city","KS",Uncertain
20070907,20080130,"Dorset (UK/England),",4min
20070204,20080126,"UK/England,",10 minutes
20080210,20080213,"Paris","TX",Approx. 05 sec
20000701,20080122,"Tylertown","MS/Memphis,TN","MS",hours
20080217,20080218,"Mercer Island","WA",2 minutes
20080228,20080228.",",
19930315,20080202,"Chatsworth","CA",45 seconds
20080209,20080209,"Frederick","MD",2min
20080216,20080229,"Williamsburg","VA",about a minute
20080205,20080205,"Colorado Springs/Fountain","CO",15 minutes
20020413,20080226,"Tucson","AZ",3-5 minutes
20080220,20080221,"Myrtle Beach","SC",5 Minutes
19830228,20080122,"Tilden","TX",5 mintues
19731017,20080124,"Montgomery","AL",15 minutes
20070922,20080218,"Wildwood Crest","NJ",45seconds
20010301,20080126,"Indialantic","FL",1-2 minutes
20080109,20080121,"Memphis","TN",1-2 minutes
0,20080120,"Saskatoon (Canada)","SK",
20080227,20080227,"Cardiff","CA",15 minutes +
20070930,20080204,"Portal","GA",30sec-1min
20080209,20080210,"Covina","CA",2 hours
19710515,20080220,"Cowpen","SC",10 TO 20 ? MIN
20080206,20080207,"Gulfport","MS",5 minutes
20080216,20080219,"Albany","OR",~ 1 min
20080215,20080215,"Delray Beach","FL",10 sec
20080112,20080122,"Riverside","CA",25 seconds
20080126,20080127,"Glendale","AZ",2 minutes
20080124,20080124,"Las Vegas","NV",5 seconds
19980601,20080222,"Wendover","UT",10minutes
20080212,20080215,"Wheat RIdge","CO",2-3min
19491015,20080218,"Baltimore","MD",2-3 minutes
20071224,20080210,"Lakewood","CO",15 minutes
20080109,20080131,"San Antonio","TX",seconds
20031223,20080215,"Knox","IN",5 min
20071210,20080219,"Benzie County","MI",2-3 min
20040210,20080129,"San Bernardino","CA",1 minute
20070630,20080122,"Marshfield","MO",1:00 min
20080131,20080131,"Athens","TX",4 SECONDS
20050515,20080210,"Aviano (Italy),",5 minutes
20080126,20080126,"Anaheim","CA",1 to 2 min
20080221,20080221,"Manheim","PA",5 to 7 mins.
20071212,20080219,"Conway","SC",15 mins
20080123,20080129,"Newton","MA",under 1 min
20080216,20080218,"Atlanta","GA",2 seconds
19890801,20080216,"Elk Park","NC",10-15 Min.
20080211,20080212,"Clinton","NJ",5-10 secs.
20071228,20080121,"Bay City","TX",10-15 minutes
20080201,20080202,"Garden Grove","CA",30 Seconds
20080118,20080119,"Madison","CT",10 - 15 seconds
20080203,20080207,"Billings","MT",5 minutes
20080204,20080206,"Granite Bay","CA",10 minutes
19821201,20080123,"Nyack (near; I-80)","CA",12 minutes
20080207,20080208,"Hampton","FL",3 minutes
19620315,20080217,"Camden","OH",10 minutes
20080202,20080202,"Carney","MD",2 minutes
20080223,20080223,"Goose Creek","SC",1-2 minutes
20080221,20080224,"Providence","RI",10 seconds
20080213,20080213,"Cape Coral","FL",60 seconds
20071231,20080121,"Groves","TX",2 minutes
20070611,20080123,"Palmdale","CA",1:00
20080214,20080215,"Los Angeles County","CA",
20071205,20080127,"Burlington","CO",5 seconds
19870620,20080125,"Cedar Point (Canada)","ON",30 seconds
19941127,20080122,"Blanchester","OH",2-3 minutes
20080124,20080124,"Fredericksburg","VA",constant
20080219,20080219,"Tucson","AZ",About 15 minutes
19880117,20080123,"Kingsville","OH",brief
19951228,20080222,"Indian Falls","NY",-5min
20071212,20080206,"Cincinnati","OH",i dont know
19730705,20080128,"Stockton (intersection of I-5 and I-580)","CA",3hrs
20080211,20080211,"Winsted","CT",5 seconds
20080201,20080201,"Sanford","FL",5minutes
19860329,20080120,"Alamo","NV",10-12min
20071223,20080203,"Bountiful","UT",9-10 minutes
20080119,20080123,"Grand Junction","CO",30 minutes
20060922,20080213,"Bay City","TX",25 MIN
20080125,20080127,"Plymouth (UK/England),",48 hrs
20080220,20080225,"St. Louis","MO",45 seconds
19701010,20080202,"Manchester","KY",3 minutes
20080211,20080211,"Stroudsburg","PA",6seconds
20080214,20080215,"Wall","NJ",15-20 mins
20080214,20080215,"Brookings","OR",hour and a half
20080112,20080121,"Lady Lake","FL",CURRENT
20080122,20080202,"Fayetteville","NC",10 minutes
20070717,20080203,"Deerfield","IL",10 minutes
20020901,20080214,"Lake Villa","IL",15 seconds
20080224,20080224,"Montvale / Upper Saddle River","NJ",12 seconds
20071122,20080202,"Pennsauken","NJ",1min
20080115,20080209,"Roan Mountain","TN",4: Min.
20080208,20080210,"Corpus Christi","TX",2 minutes
20080215,20080215,"Dasuya (India),",15 seconds
20080209,20080210,"Dana Point","CA",20-30 mins
19770815,20080129,"Rockford","MN",2+hrs
20080217,20080218,"Fort Collins","CO",4-5 minutes
20080112,20080120,"Sevierville","TN",1 minute
20060630,20080208,"Orlando","FL",1 minute
20080131,20080215,"Lake Elsinore","CA",3-4 minutes
19750722,20080227,"Cranston","RI",20 min
20080207,20080208,"New York City","NY",15 min
20080204,20080209,"Phoenix","AZ",10min
19850615,20080127,"Route 7","NY",20 minutes
20040528,20080217,"Joshua Tree National Monument","CA",30 seconds
19850615,20080122,"New York City (Brooklyn)","NY",1 minute
19801121,20080124,"Clarksburg","WV",90 minutes
19751010,20080209,"North Charleston","SC",5-6 minutes
20050501,20080217,"Palmdale","CA",5min
20050713,20080206,"Leeds (UK/England),",15mins
20080212,20080212,"Cloverdale","CA",2 minutes
20030515,20080206,"Highway 64","AZ",4 minutes
19570630,20080129,"Dallas","TX",5 minutes
20080127,20080127,"Cary","IL",5 seconds
20080218,20080218,"Kapaa","HI",30 seconds
20080217,20080218,"Portland","OR",&gt;6 minutes
19690610,20080207,"North Wildwood","NJ",3 minutes
20070812,20080207,"Azusa","CA",6 hours
20060505,20080218,"Sertaozinho (Brazil),",1 hour
20080115,20080216,"Spring Creek","NV",2 minutes
20080220,20080220,"Arco Dessert","ID",30 seconds
20080228,20080228,"Salem (south of)","VA",30 minutes
20080211,20080212,"Tijeras","NM",ufo
20080126,20080126,"Baltimore","MD",5 Minutes
20011215,20080218,"St. Charles","MO",passing
20080225,20080225,"Jericho","NY",2 Minutes
19430815,20080121,"unknown","LA",10-15 minutes
19620701,20080216,"Chicago","IL",10 minutes
20080130,20080130,"Cape Coral","FL",3 hrs.
20080122,20080122,"Boulder","CO",7 seconds
20080127,20080128,"Sackville (Canada)","NS",2-3 Seconds
20080125,20080209,"Tacoma","WA",5 to 10 secs.
20080216,20080217,"Sacramento","CA",5 seconds
20050425,20080122,"Mecca","CA",3-6 minutes
19870203,20080224,"Traverse City","MI",15:00
20080211,20080211,"Palm Bay","FL",10 seconds
19651012,20080122,"Pittsburgh","PA",1 minute
20080121,20080122,"Maple Ridge (Canada)","BC",10 minutes
20071210,20080213,"Villa Rica","GA",45 mins
20080124,20080123,"Hayward","CA",3 minutes
20080128,20080128,"Santa Clarita/Palmdale (between)","CA",5 mins
20050306,20080204,"Howell","NJ",30 mins
20071025,20080220,"Vulcan (14 miles NW of) (Canada)","AB",50-60 seconds
20080219,20080220,"Cheney","WA",3 SECONDS
20080119,20080119,"Corydon","IN",17 seconds
20061129,20080212,"Columbus","GA",
20080216,20080225,"Kendal (UK/England),",20-30sec
20080209,20080209,"Brentwood","TN",5 Seconds
20070926,20080224,"Blandford Forum (UK/England),",10min
20080205,20080205,"Spokane","WA",Approx. 2 minutes
20080226,20080227,"Green Valley","AZ",2 hours
20080219,20080219,"Spokane","WA",5 seconds
19970325,20080131,"Stockton","CA",25 minutes
20080216,20080215,"Kannattota (Sri Lanka),",60 sec
20070716,20080206,"Daytona Beach","FL",2 min
20050315,20080215,"Haciendo de Cabanas","Guerrero,",20 minutes
20080223,20080224,"Florence","TX",3 seconds
19760601,20080131,"Jacksonville","FL",2 minutes
20080222,20080224,"Lake Du Bay","WI",&lt;1 second
20080214,20080215,"Kalamazoo","MI",1 second
20080217,20080218,"Grants Pass","OR",5 seconds
20080120,20080127,"West Kilbride (UK/Scotland),",2 minutes
19781005,20080207,"Hudson","NH",1 HOUR
20070630,20080228,"Waterford","PA",4 minutes
20080215,20080215,"UK/England,",3-5mins
20080227,20080227,"San Diego","CA",14 minutes
20080225,20080225,"Greenville","NC",5mins
20080130,20080226,"Weston","MO",15 mins
20080204,20080204,"Concord","NH",5-6 Seconds
20080216,20080222,"Rachel","NV",
19950601,20080210,"Mt. Springs","TX",7 seconds
20080107,20080119,"Parkers Cross Roads","TN",3 minutes
20070228,20080122,"Sanford","FL",seconds
19980415,20080130,"Richmond","CA",10 minutes
20070829,20080210,"Racine","WI",15 minutes
20080226,20080226,"San Fernando","CA",15 minutes
20080208,20080208,"Carlsbad","CA",3 minutes
20050721,20080226,"Willow Springs","MO",30 minutes
19780715,20080226,"Gautier","MS",30 minutes
20080210,20080210,"Parkersburg (outside of)","WV",2 Mins.
20080203,20080203,"Madison","TN",1 minute
20070908,20080123,"Santa Maria","CA",10-15 seconds
20071208,20080127,"Burlington","CO",5 seconds
19760215,20080208,"Sacramento","CA",1-2 min.
20051015,20080222,"Schuylkill Haven","PA",10 - 15 minutes
20080122,20080122,"Martinsville","IN",30 seconds
20080129,20080129,"Northridge","CA",
20080229,20080229,"Omaha","NE",4 hours
20070614,20080125,"Warner Town","PA",minutes
19800815,20080209,"Detroit","MI",10 min
19970612,20080212,"Hieleah","FL",20 to25 min
20080112,20080123,"Hampton","TN",15 seconds
20080207,20080207,"Manhattan Beach","CA",1 hour
20060715,20080120,"Dell City","TX",
20050805,20080222,"Corfu","NY",3 minutes
20070127,20080127,"Tifton - Omega","GA",Approx. 30 minutes
19901014,20080126,"Reidsville","GA",4 minutes
19750810,20080121,"Guyana,",3.0 mins
20080101,20080124,"Massillon","OH",5 minutes
19570915,20080124,"El Paso","TX",10 min
20080217,20080217,"Paramus/Oradell/Haworth","NJ",20 minutes
20080211,20080211,"Whittier","CA",30-40min
20080224,20080228,"San Antonio","TX",5 minutes
